n,k,alpha,rule,model,t,t_over_n,draws,coverage,coverage_se,drop,drop_se,coverage_cond_eff,noop_share,mean_t_eff,mean_displacement,tie_rate,bounds_subsample,avg_coord_width,max_coord_width,mean_linear_width,mean_skewed_width,noncov_count_sub,noncov_zero_boxviol_share,survival_median_T,survival_share_T1,survival_censored_share,t_max,seed,tolerance,script_version,git_hash
10,10,3.0,Squared distance,uniform_error,2,0.2,5000,0.0168,0.001818,-0.0168,0.001818,,,,1.7606,0.0,250,0.149625,0.175571,0.228265,0.144582,245,0.065306,1.0,1.0,0.0,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,3.0,Manhattan distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.014,1.766,,0.0,250,0.14761,0.188427,0.225703,0.145515,0,,1.0,0.986,0.014,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,3.0,Manhattan distance,center_bias,1,0.1,5000,0.014,0.001662,0.986,0.001662,0.0,0.014,1.766,,0.0,250,0.153753,0.18091,0.236391,0.15192,246,0.528455,1.0,0.986,0.014,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,3.0,Manhattan distance,center_bias,2,0.2,5000,0.014,0.001662,0.0,0.0,,0.014,1.766,,0.0,250,0.158422,0.169791,0.24408,0.158202,246,0.284553,1.0,0.986,0.014,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,3.0,Manhattan distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.14761,0.188427,0.225703,0.145515,0,,1.0,1.0,0.0,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,3.0,Manhattan distance,uniform_error,1,0.1,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.144818,0.189542,0.220491,0.143484,250,0.244,1.0,1.0,0.0,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,3.0,Manhattan distance,uniform_error,2,0.2,5000,0.0172,0.001839,-0.0172,0.001839,,,,1.7384,0.0,250,0.142147,0.190716,0.216134,0.142315,245,0.093878,1.0,1.0,0.0,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Frequency guessing,center_bias,0,0.0,5000,1.0,0.0,,,,0.118,1.275,,0.0,250,0.129187,0.164402,0.191013,0.128115,0,,1.0,0.882,0.118,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Frequency guessing,center_bias,1,0.1,5000,0.118,0.004562,0.882,0.004562,0.0,0.118,1.275,,0.0,250,0.129187,0.14511,0.190598,0.128268,222,0.734234,1.0,0.882,0.118,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Frequency guessing,center_bias,2,0.2,5000,0.118,0.004562,0.0,0.0,,0.118,1.275,,0.0,250,0.129187,0.131789,0.190502,0.129187,222,0.59009,1.0,0.882,0.118,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Frequency guessing,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.129187,0.164402,0.191013,0.128115,0,,1.0,1.0,0.0,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Frequency guessing,uniform_error,1,0.1,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.129187,0.17267,0.191405,0.128421,250,0.196,1.0,1.0,0.0,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Frequency guessing,uniform_error,2,0.2,5000,0.0148,0.001708,-0.0148,0.001708,,,,1.7598,0.0,250,0.129187,0.177722,0.191876,0.128268,245,0.081633,1.0,1.0,0.0,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Squared distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.5892,0.4404,,0.0,250,0.175633,0.179507,0.271062,0.174888,0,,,0.4108,0.5892,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Squared distance,center_bias,1,0.1,5000,0.5892,0.006958,0.4108,0.006958,0.0,0.5892,0.4404,,0.0,250,0.17968,0.179964,0.277086,0.179253,101,0.90099,,0.4108,0.5892,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Squared distance,center_bias,2,0.2,5000,0.5892,0.006958,0.0,0.0,,0.5892,0.4404,,0.0,250,0.18,0.18,0.277778,0.18,101,0.881188,,0.4108,0.5892,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Squared distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.175633,0.179507,0.271062,0.174888,0,,1.0,1.0,0.0,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Squared distance,uniform_error,1,0.1,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.166146,0.178353,0.256426,0.165224,250,0.16,1.0,1.0,0.0,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Squared distance,uniform_error,2,0.2,5000,0.0088,0.001321,-0.0088,0.001321,,,,1.7822,0.0,250,0.158766,0.177279,0.244547,0.160301,249,0.028112,1.0,1.0,0.0,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Manhattan distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.4328,0.6394,,0.0,250,0.156985,0.175639,0.24224,0.156503,0,,1.0,0.5672,0.4328,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Manhattan distance,center_bias,1,0.1,5000,0.4328,0.007007,0.5672,0.007007,0.0,0.4328,0.6394,,0.0,250,0.160314,0.16303,0.247337,0.160373,141,0.957447,1.0,0.5672,0.4328,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Manhattan distance,center_bias,2,0.2,5000,0.4328,0.007007,0.0,0.0,,0.4328,0.6394,,0.0,250,0.160807,0.160807,0.248214,0.160789,141,0.929078,1.0,0.5672,0.4328,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Manhattan distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.156985,0.175639,0.24224,0.156503,0,,1.0,1.0,0.0,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Manhattan distance,uniform_error,1,0.1,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.151959,0.18714,0.233966,0.150512,250,0.192,1.0,1.0,0.0,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
10,10,10.0,Manhattan distance,uniform_error,2,0.2,5000,0.0126,0.001577,-0.0126,0.001577,,,,1.7746,0.0,250,0.147454,0.187801,0.22626,0.146596,249,0.056225,1.0,1.0,0.0,10,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Frequency guessing,center_bias,0,0.0,5000,1.0,0.0,,,,0.0084,1.9664,,0.0,250,0.047619,0.047619,0.047619,0.047619,0,,1.0,0.9916,0.0084,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Frequency guessing,center_bias,1,0.05,5000,0.0084,0.001291,0.9916,0.001291,0.0,0.0084,1.9664,,0.0,250,0.047619,0.047619,0.047619,0.047619,246,0.0,1.0,0.9916,0.0084,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Frequency guessing,center_bias,2,0.1,5000,0.0084,0.001291,0.0,0.0,,0.0084,1.9664,,0.0,250,0.047619,0.047619,0.047619,0.047619,246,0.0,1.0,0.9916,0.0084,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Frequency guessing,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.047619,0.047619,0.047619,0.047619,0,,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Frequency guessing,uniform_error,1,0.05,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.047619,0.047619,0.047619,0.047619,250,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Frequency guessing,uniform_error,2,0.1,5000,0.5278,0.00706,-0.5278,0.00706,,,,0.9444,0.0,250,0.047619,0.047619,0.047619,0.047619,124,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Squared distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.0086,1.965,,0.0,250,0.0318,0.0318,0.0318,0.0318,0,,1.0,0.9914,0.0086,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Squared distance,center_bias,1,0.05,5000,0.0086,0.001306,0.9914,0.001306,0.0,0.0086,1.965,,0.0,250,0.05,0.05,0.05,0.05,246,0.0,1.0,0.9914,0.0086,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Squared distance,center_bias,2,0.1,5000,0.0086,0.001306,0.0,0.0,,0.0086,1.965,,0.0,250,0.05,0.05,0.05,0.05,246,0.0,1.0,0.9914,0.0086,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Squared distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.0318,0.0318,0.0318,0.0318,0,,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Squared distance,uniform_error,1,0.05,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.0489,0.0489,0.0489,0.0489,250,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Squared distance,uniform_error,2,0.1,5000,0.5312,0.007057,-0.5312,0.007057,,,,0.9376,0.0,250,0.0415,0.0415,0.0415,0.0415,123,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Manhattan distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.0084,1.9658,,0.0,250,0.037802,0.037802,0.037802,0.037802,0,,1.0,0.9916,0.0084,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Manhattan distance,center_bias,1,0.05,5000,0.0084,0.001291,0.9916,0.001291,0.0,0.0084,1.9658,,0.0,250,0.048606,0.048606,0.048606,0.048606,246,0.0,1.0,0.9916,0.0084,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Manhattan distance,center_bias,2,0.1,5000,0.0084,0.001291,0.0,0.0,,0.0084,1.9658,,0.0,250,0.049004,0.049004,0.049004,0.049004,246,0.0,1.0,0.9916,0.0084,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Manhattan distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.037802,0.037802,0.037802,0.037802,0,,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Manhattan distance,uniform_error,1,0.05,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.047999,0.047999,0.047999,0.047999,250,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.1,Manhattan distance,uniform_error,2,0.1,5000,0.5114,0.007069,-0.5114,0.007069,,,,0.9772,0.0,250,0.04353,0.04353,0.04353,0.04353,124,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Frequency guessing,center_bias,0,0.0,5000,1.0,0.0,,,,0.021,1.916,,0.0,250,0.047619,0.047619,0.047619,0.047619,0,,1.0,0.979,0.021,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Frequency guessing,center_bias,1,0.05,5000,0.021,0.002028,0.979,0.002028,0.0,0.021,1.916,,0.0,250,0.047619,0.047619,0.047619,0.047619,245,0.0,1.0,0.979,0.021,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Frequency guessing,center_bias,2,0.1,5000,0.021,0.002028,0.0,0.0,,0.021,1.916,,0.0,250,0.047619,0.047619,0.047619,0.047619,245,0.0,1.0,0.979,0.021,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Frequency guessing,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.047619,0.047619,0.047619,0.047619,0,,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Frequency guessing,uniform_error,1,0.05,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.047619,0.047619,0.047619,0.047619,250,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Frequency guessing,uniform_error,2,0.1,5000,0.5192,0.007066,-0.5192,0.007066,,,,0.9616,0.0,250,0.047619,0.047619,0.047619,0.047619,109,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Squared distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.022,1.9126,,0.0,250,0.0417,0.0417,0.0417,0.0417,0,,1.0,0.978,0.022,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Squared distance,center_bias,1,0.05,5000,0.022,0.002074,0.978,0.002074,0.0,0.022,1.9126,,0.0,250,0.05,0.05,0.05,0.05,245,0.0,1.0,0.978,0.022,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Squared distance,center_bias,2,0.1,5000,0.022,0.002074,0.0,0.0,,0.022,1.9126,,0.0,250,0.05,0.05,0.05,0.05,245,0.0,1.0,0.978,0.022,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Squared distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.0417,0.0417,0.0417,0.0417,0,,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Squared distance,uniform_error,1,0.05,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.0479,0.0479,0.0479,0.0479,250,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Squared distance,uniform_error,2,0.1,5000,0.5338,0.007055,-0.5338,0.007055,,,,0.9324,0.0,250,0.0452,0.0452,0.0452,0.0452,114,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Manhattan distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.0218,1.9142,,0.0,250,0.043473,0.043473,0.043473,0.043473,0,,1.0,0.9782,0.0218,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Manhattan distance,center_bias,1,0.05,5000,0.0218,0.002065,0.9782,0.002065,0.0,0.0218,1.9142,,0.0,250,0.048856,0.048856,0.048856,0.048856,245,0.0,1.0,0.9782,0.0218,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Manhattan distance,center_bias,2,0.1,5000,0.0218,0.002065,0.0,0.0,,0.0218,1.9142,,0.0,250,0.049069,0.049069,0.049069,0.049069,245,0.0,1.0,0.9782,0.0218,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Manhattan distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.043473,0.043473,0.043473,0.043473,0,,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Manhattan distance,uniform_error,1,0.05,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.047854,0.047854,0.047854,0.047854,250,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,0.3,Manhattan distance,uniform_error,2,0.1,5000,0.528,0.00706,-0.528,0.00706,,,,0.944,0.0,250,0.04593,0.04593,0.04593,0.04593,117,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Frequency guessing,center_bias,0,0.0,5000,1.0,0.0,,,,0.0456,1.8114,,0.0,250,0.047619,0.047619,0.047619,0.047619,0,,1.0,0.9544,0.0456,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Frequency guessing,center_bias,1,0.05,5000,0.0456,0.00295,0.9544,0.00295,0.0,0.0456,1.8114,,0.0,250,0.047619,0.047619,0.047619,0.047619,238,0.0,1.0,0.9544,0.0456,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Frequency guessing,center_bias,2,0.1,5000,0.0456,0.00295,0.0,0.0,,0.0456,1.8114,,0.0,250,0.047619,0.047619,0.047619,0.047619,238,0.0,1.0,0.9544,0.0456,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Frequency guessing,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.047619,0.047619,0.047619,0.047619,0,,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Frequency guessing,uniform_error,1,0.05,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.047619,0.047619,0.047619,0.047619,250,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Frequency guessing,uniform_error,2,0.1,5000,0.521,0.007065,-0.521,0.007065,,,,0.958,0.0,250,0.047619,0.047619,0.047619,0.047619,119,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Squared distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.0488,1.8008,,0.0,250,0.0486,0.0486,0.0486,0.0486,0,,1.0,0.9512,0.0488,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Squared distance,center_bias,1,0.05,5000,0.0488,0.003047,0.9512,0.003047,0.0,0.0488,1.8008,,0.0,250,0.05,0.05,0.05,0.05,237,0.0,1.0,0.9512,0.0488,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Squared distance,center_bias,2,0.1,5000,0.0488,0.003047,0.0,0.0,,0.0488,1.8008,,0.0,250,0.05,0.05,0.05,0.05,237,0.0,1.0,0.9512,0.0488,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Squared distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.0486,0.0486,0.0486,0.0486,0,,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Squared distance,uniform_error,1,0.05,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.0488,0.0488,0.0488,0.0488,250,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Squared distance,uniform_error,2,0.1,5000,0.5136,0.007068,-0.5136,0.007068,,,,0.9728,0.0,250,0.0482,0.0482,0.0482,0.0482,110,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Manhattan distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.047,1.8048,,0.0,250,0.048087,0.048087,0.048087,0.048087,0,,1.0,0.953,0.047,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Manhattan distance,center_bias,1,0.05,5000,0.047,0.002993,0.953,0.002993,0.0,0.047,1.8048,,0.0,250,0.049077,0.049077,0.049077,0.049077,238,0.0,1.0,0.953,0.047,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Manhattan distance,center_bias,2,0.1,5000,0.047,0.002993,0.0,0.0,,0.047,1.8048,,0.0,250,0.04913,0.04913,0.04913,0.04913,238,0.0,1.0,0.953,0.047,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Manhattan distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.048087,0.048087,0.048087,0.048087,0,,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Manhattan distance,uniform_error,1,0.05,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.04831,0.04831,0.04831,0.04831,250,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,1.0,Manhattan distance,uniform_error,2,0.1,5000,0.5256,0.007062,-0.5256,0.007062,,,,0.9488,0.0,250,0.047784,0.047784,0.047784,0.047784,110,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Frequency guessing,center_bias,0,0.0,5000,1.0,0.0,,,,0.0856,1.6466,,0.0,250,0.047619,0.047619,0.047619,0.047619,0,,1.0,0.9144,0.0856,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Frequency guessing,center_bias,1,0.05,5000,0.0856,0.003957,0.9144,0.003957,0.0,0.0856,1.6466,,0.0,250,0.047619,0.047619,0.047619,0.047619,224,0.0,1.0,0.9144,0.0856,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Frequency guessing,center_bias,2,0.1,5000,0.0856,0.003957,0.0,0.0,,0.0856,1.6466,,0.0,250,0.047619,0.047619,0.047619,0.047619,224,0.0,1.0,0.9144,0.0856,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Frequency guessing,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.047619,0.047619,0.047619,0.047619,0,,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Frequency guessing,uniform_error,1,0.05,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.047619,0.047619,0.047619,0.047619,250,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Frequency guessing,uniform_error,2,0.1,5000,0.4992,0.007071,-0.4992,0.007071,,,,1.0016,0.0,250,0.047619,0.047619,0.047619,0.047619,128,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Squared distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.0904,1.6304,,0.0,250,0.05,0.05,0.05,0.05,0,,1.0,0.9096,0.0904,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Squared distance,center_bias,1,0.05,5000,0.0904,0.004055,0.9096,0.004055,0.0,0.0904,1.6304,,0.0,250,0.05,0.05,0.05,0.05,223,0.0,1.0,0.9096,0.0904,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Squared distance,center_bias,2,0.1,5000,0.0904,0.004055,0.0,0.0,,0.0904,1.6304,,0.0,250,0.05,0.05,0.05,0.05,223,0.0,1.0,0.9096,0.0904,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Squared distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.05,0.05,0.05,0.05,0,,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Squared distance,uniform_error,1,0.05,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.0497,0.0497,0.0497,0.0497,250,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Squared distance,uniform_error,2,0.1,5000,0.508,0.00707,-0.508,0.00707,,,,0.984,0.0,250,0.05,0.05,0.05,0.05,127,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Manhattan distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.0892,1.6348,,0.0,250,0.049136,0.049136,0.049136,0.049136,0,,1.0,0.9108,0.0892,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Manhattan distance,center_bias,1,0.05,5000,0.0892,0.004031,0.9108,0.004031,0.0,0.0892,1.6348,,0.0,250,0.04915,0.04915,0.04915,0.04915,223,0.0,1.0,0.9108,0.0892,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Manhattan distance,center_bias,2,0.1,5000,0.0892,0.004031,0.0,0.0,,0.0892,1.6348,,0.0,250,0.049155,0.049155,0.049155,0.049155,223,0.0,1.0,0.9108,0.0892,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Manhattan distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.049136,0.049136,0.049136,0.049136,0,,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Manhattan distance,uniform_error,1,0.05,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.049015,0.049015,0.049015,0.049015,250,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,3.0,Manhattan distance,uniform_error,2,0.1,5000,0.5058,0.007071,-0.5058,0.007071,,,,0.9884,0.0,250,0.049125,0.049125,0.049125,0.049125,119,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,10.0,Frequency guessing,center_bias,0,0.0,5000,1.0,0.0,,,,0.1732,1.352,,0.0,250,0.047619,0.047619,0.047619,0.047619,0,,1.0,0.8268,0.1732,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,10.0,Frequency guessing,center_bias,1,0.05,5000,0.1732,0.005352,0.8268,0.005352,0.0,0.1732,1.352,,0.0,250,0.047619,0.047619,0.047619,0.047619,215,0.0,1.0,0.8268,0.1732,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,10.0,Frequency guessing,center_bias,2,0.1,5000,0.1732,0.005352,0.0,0.0,,0.1732,1.352,,0.0,250,0.047619,0.047619,0.047619,0.047619,215,0.0,1.0,0.8268,0.1732,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,10.0,Frequency guessing,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.047619,0.047619,0.047619,0.047619,0,,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,10.0,Frequency guessing,uniform_error,1,0.05,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.047619,0.047619,0.047619,0.047619,250,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,10.0,Frequency guessing,uniform_error,2,0.1,5000,0.4972,0.007071,-0.4972,0.007071,,,,1.0056,0.0,250,0.047619,0.047619,0.047619,0.047619,128,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,10.0,Squared distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.1798,1.3252,,0.0,250,0.05,0.05,0.05,0.05,0,,1.0,0.8202,0.1798,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,10.0,Squared distance,center_bias,1,0.05,5000,0.1798,0.005431,0.8202,0.005431,0.0,0.1798,1.3252,,0.0,250,0.05,0.05,0.05,0.05,214,0.0,1.0,0.8202,0.1798,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,10.0,Squared distance,center_bias,2,0.1,5000,0.1798,0.005431,0.0,0.0,,0.1798,1.3252,,0.0,250,0.05,0.05,0.05,0.05,214,0.0,1.0,0.8202,0.1798,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,10.0,Squared distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.05,0.05,0.05,0.05,0,,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
20,2,10.0,Squared distance,uniform_error,1,0.05,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.05,0.05,0.05,0.05,250,0.0,1.0,1.0,0.0,20,20260610,0.0001,1.0 (2026-06-10),fceb25c
