n,k,alpha,rule,model,t,t_over_n,draws,coverage,coverage_se,drop,drop_se,coverage_cond_eff,noop_share,mean_t_eff,mean_displacement,tie_rate,bounds_subsample,avg_coord_width,max_coord_width,mean_linear_width,mean_skewed_width,noncov_count_sub,noncov_zero_boxviol_share,survival_median_T,survival_share_T1,survival_censored_share,t_max,seed,tolerance,script_version,git_hash
5,2,0.1,Frequency guessing,center_bias,0,0.0,5000,1.0,0.0,,,,0.061,1.7934,,0.0,250,0.166667,0.166667,0.166667,0.166667,0,,1.0,0.939,0.061,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Frequency guessing,center_bias,1,0.2,5000,0.061,0.003385,0.939,0.003385,0.0,0.061,1.7934,,0.0,250,0.166667,0.166667,0.166667,0.166667,239,0.0,1.0,0.939,0.061,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Frequency guessing,center_bias,2,0.4,5000,0.061,0.003385,0.0,0.0,,0.061,1.7934,,0.0,250,0.166667,0.166667,0.166667,0.166667,239,0.0,1.0,0.939,0.061,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Frequency guessing,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.166667,0.166667,0.166667,0.166667,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Frequency guessing,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.166667,0.166667,0.166667,0.166667,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Frequency guessing,uniform_error,2,0.4,5000,0.5274,0.00706,-0.5274,0.00706,,,,0.9452,0.0,250,0.166667,0.166667,0.166667,0.166667,120,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Squared distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.073,1.7348,,0.0,250,0.1168,0.1168,0.1168,0.1168,0,,1.0,0.927,0.073,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Squared distance,center_bias,1,0.2,5000,0.073,0.003679,0.927,0.003679,0.0,0.073,1.7348,,0.0,250,0.2,0.2,0.2,0.2,236,0.0,1.0,0.927,0.073,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Squared distance,center_bias,2,0.4,5000,0.073,0.003679,0.0,0.0,,0.073,1.7348,,0.0,250,0.2,0.2,0.2,0.2,236,0.0,1.0,0.927,0.073,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Squared distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.1168,0.1168,0.1168,0.1168,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Squared distance,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.1956,0.1956,0.1956,0.1956,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Squared distance,uniform_error,2,0.4,5000,0.5326,0.007056,-0.5326,0.007056,,,,0.9348,0.0,250,0.1576,0.1576,0.1576,0.1576,121,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Manhattan distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.0666,1.7606,,0.0,250,0.137664,0.137664,0.137664,0.137664,0,,1.0,0.9334,0.0666,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Manhattan distance,center_bias,1,0.2,5000,0.0666,0.003526,0.9334,0.003526,0.0,0.0666,1.7606,,0.0,250,0.184631,0.184631,0.184631,0.184631,238,0.0,1.0,0.9334,0.0666,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Manhattan distance,center_bias,2,0.4,5000,0.0666,0.003526,0.0,0.0,,0.0666,1.7606,,0.0,250,0.18619,0.18619,0.18619,0.18619,238,0.0,1.0,0.9334,0.0666,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Manhattan distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.137664,0.137664,0.137664,0.137664,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Manhattan distance,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.180956,0.180956,0.180956,0.180956,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.1,Manhattan distance,uniform_error,2,0.4,5000,0.5234,0.007063,-0.5234,0.007063,,,,0.9532,0.0,250,0.161751,0.161751,0.161751,0.161751,124,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Frequency guessing,center_bias,0,0.0,5000,1.0,0.0,,,,0.153,1.5128,,0.0,250,0.166667,0.166667,0.166667,0.166667,0,,1.0,0.847,0.153,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Frequency guessing,center_bias,1,0.2,5000,0.153,0.005091,0.847,0.005091,0.0,0.153,1.5128,,0.0,250,0.166667,0.166667,0.166667,0.166667,210,0.0,1.0,0.847,0.153,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Frequency guessing,center_bias,2,0.4,5000,0.153,0.005091,0.0,0.0,,0.153,1.5128,,0.0,250,0.166667,0.166667,0.166667,0.166667,210,0.0,1.0,0.847,0.153,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Frequency guessing,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.166667,0.166667,0.166667,0.166667,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Frequency guessing,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.166667,0.166667,0.166667,0.166667,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Frequency guessing,uniform_error,2,0.4,5000,0.533,0.007056,-0.533,0.007056,,,,0.934,0.0,250,0.166667,0.166667,0.166667,0.166667,115,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Squared distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.1886,1.3832,,0.0,250,0.1404,0.1404,0.1404,0.1404,0,,1.0,0.8114,0.1886,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Squared distance,center_bias,1,0.2,5000,0.1886,0.005532,0.8114,0.005532,0.0,0.1886,1.3832,,0.0,250,0.2,0.2,0.2,0.2,197,0.0,1.0,0.8114,0.1886,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Squared distance,center_bias,2,0.4,5000,0.1886,0.005532,0.0,0.0,,0.1886,1.3832,,0.0,250,0.2,0.2,0.2,0.2,197,0.0,1.0,0.8114,0.1886,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Squared distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.1404,0.1404,0.1404,0.1404,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Squared distance,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.1892,0.1892,0.1892,0.1892,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Squared distance,uniform_error,2,0.4,5000,0.5636,0.007014,-0.5636,0.007014,,,,0.8728,0.0,250,0.1628,0.1628,0.1628,0.1628,99,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Manhattan distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.1738,1.4416,,0.0,250,0.149576,0.149576,0.149576,0.149576,0,,1.0,0.8262,0.1738,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Manhattan distance,center_bias,1,0.2,5000,0.1738,0.005359,0.8262,0.005359,0.0,0.1738,1.4416,,0.0,250,0.185019,0.185019,0.185019,0.185019,201,0.0,1.0,0.8262,0.1738,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Manhattan distance,center_bias,2,0.4,5000,0.1738,0.005359,0.0,0.0,,0.1738,1.4416,,0.0,250,0.18619,0.18619,0.18619,0.18619,201,0.0,1.0,0.8262,0.1738,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Manhattan distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.149576,0.149576,0.149576,0.149576,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Manhattan distance,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.180495,0.180495,0.180495,0.180495,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,0.3,Manhattan distance,uniform_error,2,0.4,5000,0.5644,0.007012,-0.5644,0.007012,,,,0.8712,0.0,250,0.162784,0.162784,0.162784,0.162784,112,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Frequency guessing,center_bias,0,0.0,5000,1.0,0.0,,,,0.3414,0.9852,,0.0,250,0.166667,0.166667,0.166667,0.166667,0,,1.0,0.6586,0.3414,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Frequency guessing,center_bias,1,0.2,5000,0.3414,0.006706,0.6586,0.006706,0.0,0.3414,0.9852,,0.0,250,0.166667,0.166667,0.166667,0.166667,175,0.0,1.0,0.6586,0.3414,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Frequency guessing,center_bias,2,0.4,5000,0.3414,0.006706,0.0,0.0,,0.3414,0.9852,,0.0,250,0.166667,0.166667,0.166667,0.166667,175,0.0,1.0,0.6586,0.3414,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Frequency guessing,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.166667,0.166667,0.166667,0.166667,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Frequency guessing,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.166667,0.166667,0.166667,0.166667,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Frequency guessing,uniform_error,2,0.4,5000,0.5812,0.006977,-0.5812,0.006977,,,,0.8376,0.0,250,0.166667,0.166667,0.166667,0.166667,111,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Squared distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.4112,0.7828,,0.0,250,0.1764,0.1764,0.1764,0.1764,0,,1.0,0.5888,0.4112,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Squared distance,center_bias,1,0.2,5000,0.4112,0.006959,0.5888,0.006959,0.0,0.4112,0.7828,,0.0,250,0.2,0.2,0.2,0.2,157,0.0,1.0,0.5888,0.4112,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Squared distance,center_bias,2,0.4,5000,0.4112,0.006959,0.0,0.0,,0.4112,0.7828,,0.0,250,0.2,0.2,0.2,0.2,157,0.0,1.0,0.5888,0.4112,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Squared distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.1764,0.1764,0.1764,0.1764,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Squared distance,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.1808,0.1808,0.1808,0.1808,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Squared distance,uniform_error,2,0.4,5000,0.6144,0.006883,-0.6144,0.006883,,,,0.7712,0.0,250,0.1796,0.1796,0.1796,0.1796,100,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Manhattan distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.3822,0.8696,,0.0,250,0.168963,0.168963,0.168963,0.168963,0,,1.0,0.6178,0.3822,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Manhattan distance,center_bias,1,0.2,5000,0.3822,0.006872,0.6178,0.006872,0.0,0.3822,0.8696,,0.0,250,0.185656,0.185656,0.185656,0.185656,163,0.0,1.0,0.6178,0.3822,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Manhattan distance,center_bias,2,0.4,5000,0.3822,0.006872,0.0,0.0,,0.3822,0.8696,,0.0,250,0.18619,0.18619,0.18619,0.18619,163,0.0,1.0,0.6178,0.3822,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Manhattan distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.168963,0.168963,0.168963,0.168963,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Manhattan distance,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.176307,0.176307,0.176307,0.176307,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,1.0,Manhattan distance,uniform_error,2,0.4,5000,0.5826,0.006974,-0.5826,0.006974,,,,0.8348,0.0,250,0.17258,0.17258,0.17258,0.17258,104,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Frequency guessing,center_bias,0,0.0,5000,1.0,0.0,,,,0.5732,0.4988,,0.0,250,0.166667,0.166667,0.166667,0.166667,0,,,0.4268,0.5732,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Frequency guessing,center_bias,1,0.2,5000,0.5732,0.006995,0.4268,0.006995,0.0,0.5732,0.4988,,0.0,250,0.166667,0.166667,0.166667,0.166667,101,0.0,,0.4268,0.5732,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Frequency guessing,center_bias,2,0.4,5000,0.5732,0.006995,0.0,0.0,,0.5732,0.4988,,0.0,250,0.166667,0.166667,0.166667,0.166667,101,0.0,,0.4268,0.5732,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Frequency guessing,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.166667,0.166667,0.166667,0.166667,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Frequency guessing,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.166667,0.166667,0.166667,0.166667,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Frequency guessing,uniform_error,2,0.4,5000,0.5916,0.006951,-0.5916,0.006951,,,,0.8168,0.0,250,0.166667,0.166667,0.166667,0.166667,111,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Squared distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.6686,0.35,,0.0,250,0.1988,0.1988,0.1988,0.1988,0,,,0.3314,0.6686,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Squared distance,center_bias,1,0.2,5000,0.6686,0.006657,0.3314,0.006657,0.0,0.6686,0.35,,0.0,250,0.2,0.2,0.2,0.2,69,0.0,,0.3314,0.6686,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Squared distance,center_bias,2,0.4,5000,0.6686,0.006657,0.0,0.0,,0.6686,0.35,,0.0,250,0.2,0.2,0.2,0.2,69,0.0,,0.3314,0.6686,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Squared distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.1988,0.1988,0.1988,0.1988,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Squared distance,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.1856,0.1856,0.1856,0.1856,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Squared distance,uniform_error,2,0.4,5000,0.5764,0.006988,-0.5764,0.006988,,,,0.8472,0.0,250,0.18,0.18,0.18,0.18,106,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Manhattan distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.6338,0.4026,,0.0,250,0.183825,0.183825,0.183825,0.183825,0,,,0.3662,0.6338,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Manhattan distance,center_bias,1,0.2,5000,0.6338,0.006813,0.3662,0.006813,0.0,0.6338,0.4026,,0.0,250,0.186131,0.186131,0.186131,0.186131,83,0.0,,0.3662,0.6338,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Manhattan distance,center_bias,2,0.4,5000,0.6338,0.006813,0.0,0.0,,0.6338,0.4026,,0.0,250,0.18619,0.18619,0.18619,0.18619,83,0.0,,0.3662,0.6338,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Manhattan distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.183825,0.183825,0.183825,0.183825,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Manhattan distance,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.177141,0.177141,0.177141,0.177141,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,3.0,Manhattan distance,uniform_error,2,0.4,5000,0.5804,0.006979,-0.5804,0.006979,,,,0.8392,0.0,250,0.177947,0.177947,0.177947,0.177947,97,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Frequency guessing,center_bias,0,0.0,5000,1.0,0.0,,,,0.8688,0.1314,,0.0,250,0.166667,0.166667,0.166667,0.166667,0,,,0.1312,0.8688,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Frequency guessing,center_bias,1,0.2,5000,0.8688,0.004775,0.1312,0.004775,0.0,0.8688,0.1314,,0.0,250,0.166667,0.166667,0.166667,0.166667,35,0.0,,0.1312,0.8688,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Frequency guessing,center_bias,2,0.4,5000,0.8688,0.004775,0.0,0.0,,0.8688,0.1314,,0.0,250,0.166667,0.166667,0.166667,0.166667,35,0.0,,0.1312,0.8688,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Frequency guessing,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.166667,0.166667,0.166667,0.166667,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Frequency guessing,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.166667,0.166667,0.166667,0.166667,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Frequency guessing,uniform_error,2,0.4,5000,0.5284,0.00706,-0.5284,0.00706,,,,0.9432,0.0,250,0.166667,0.166667,0.166667,0.166667,112,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Squared distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.9334,0.0666,,0.0,250,0.2,0.2,0.2,0.2,0,,,0.0666,0.9334,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Squared distance,center_bias,1,0.2,5000,0.9334,0.003526,0.0666,0.003526,0.0,0.9334,0.0666,,0.0,250,0.2,0.2,0.2,0.2,17,0.0,,0.0666,0.9334,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Squared distance,center_bias,2,0.4,5000,0.9334,0.003526,0.0,0.0,,0.9334,0.0666,,0.0,250,0.2,0.2,0.2,0.2,17,0.0,,0.0666,0.9334,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Squared distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.2,0.2,0.2,0.2,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Squared distance,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.1968,0.1968,0.1968,0.1968,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Squared distance,uniform_error,2,0.4,5000,0.5212,0.007065,-0.5212,0.007065,,,,0.9576,0.0,250,0.1756,0.1756,0.1756,0.1756,118,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Manhattan distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.9078,0.0922,,0.0,250,0.185978,0.185978,0.185978,0.185978,0,,,0.0922,0.9078,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Manhattan distance,center_bias,1,0.2,5000,0.9078,0.004091,0.0922,0.004091,0.0,0.9078,0.0922,,0.0,250,0.18619,0.18619,0.18619,0.18619,29,0.0,,0.0922,0.9078,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Manhattan distance,center_bias,2,0.4,5000,0.9078,0.004091,0.0,0.0,,0.9078,0.0922,,0.0,250,0.18619,0.18619,0.18619,0.18619,29,0.0,,0.0922,0.9078,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Manhattan distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.185978,0.185978,0.185978,0.185978,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Manhattan distance,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.181805,0.181805,0.181805,0.181805,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,2,10.0,Manhattan distance,uniform_error,2,0.4,5000,0.5034,0.007071,-0.5034,0.007071,,,,0.9932,0.0,250,0.173092,0.173092,0.173092,0.173092,122,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Frequency guessing,center_bias,0,0.0,5000,1.0,0.0,,,,0.0054,1.878,,0.0,250,0.206349,0.277524,0.194381,0.207619,0,,1.0,0.9946,0.0054,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Frequency guessing,center_bias,1,0.2,5000,0.0054,0.001036,0.9946,0.001036,0.0,0.0054,1.878,,0.0,250,0.206349,0.25381,0.182667,0.206762,249,0.0,1.0,0.9946,0.0054,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Frequency guessing,center_bias,2,0.4,5000,0.0054,0.001036,0.0,0.0,,0.0054,1.878,,0.0,250,0.206349,0.232286,0.172571,0.206476,249,0.0,1.0,0.9946,0.0054,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Frequency guessing,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.206349,0.277524,0.194381,0.207619,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Frequency guessing,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.206349,0.25781,0.185143,0.205905,250,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Frequency guessing,uniform_error,2,0.4,5000,0.2482,0.006109,-0.2482,0.006109,,,,1.2302,0.0,250,0.206349,0.252095,0.18181,0.206667,202,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Squared distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.009,1.844,,0.0,250,0.143022,0.1684,0.1232,0.142,0,,1.0,0.991,0.009,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Squared distance,center_bias,1,0.2,5000,0.009,0.001336,0.991,0.001336,0.0,0.009,1.844,,0.0,250,0.222933,0.2448,0.179,0.2228,248,0.012097,1.0,0.991,0.009,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Squared distance,center_bias,2,0.4,5000,0.009,0.001336,0.0,0.0,,0.009,1.844,,0.0,250,0.266667,0.266667,0.2,0.266667,248,0.004032,1.0,0.991,0.009,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Squared distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.143022,0.1684,0.1232,0.142,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Squared distance,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.204978,0.2336,0.1684,0.210267,250,0.004,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Squared distance,uniform_error,2,0.4,5000,0.2352,0.005998,-0.2352,0.005998,,,,1.2472,0.0,250,0.204,0.226667,0.1652,0.2064,196,0.0,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Manhattan distance,center_bias,0,0.0,5000,1.0,0.0,,,,0.0074,1.8598,,0.0,250,0.16415,0.196401,0.14459,0.164517,0,,1.0,0.9926,0.0074,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Manhattan distance,center_bias,1,0.2,5000,0.0074,0.001212,0.9926,0.001212,0.0,0.0074,1.8598,,0.0,250,0.214359,0.239938,0.175893,0.215746,249,0.0,1.0,0.9926,0.0074,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Manhattan distance,center_bias,2,0.4,5000,0.0074,0.001212,0.0,0.0,,0.0074,1.8598,,0.0,250,0.242798,0.252329,0.189649,0.242924,249,0.0,1.0,0.9926,0.0074,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Manhattan distance,uniform_error,0,0.0,5000,1.0,0.0,,,,,,,0.0,250,0.16415,0.196401,0.14459,0.164517,0,,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Manhattan distance,uniform_error,1,0.2,5000,0.0,0.0,1.0,0.0,,,,1.0,0.0,250,0.205041,0.234818,0.171196,0.205507,250,0.008,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
5,3,0.1,Manhattan distance,uniform_error,2,0.4,5000,0.2414,0.006052,-0.2414,0.006052,,,,1.2284,0.0,250,0.204536,0.230336,0.169249,0.205061,196,0.005102,1.0,1.0,0.0,5,20260610,0.0001,1.0 (2026-06-10),fceb25c
