n,k,alpha,metric,rule,win_share,mean_regret
10,5,1.0,coord_avg,Discrete metric,0.7306,0.003414012191117017
10,5,1.0,coord_avg,Quadratic distance,0.169,0.015133882320987481
10,5,1.0,coord_avg,Manhattan distance,0.1004,0.008621141785639809
10,5,1.0,coord_max,Discrete metric,0.099,0.037240354867446784
10,5,1.0,coord_max,Quadratic distance,0.896,0.0009481860362779637
10,5,1.0,coord_max,Manhattan distance,0.005,0.01187943756962584
10,5,1.0,mean_linear,Discrete metric,0.554,0.006991996400704376
10,5,1.0,mean_linear,Quadratic distance,0.2672,0.011228133596841485
10,5,1.0,mean_linear,Manhattan distance,0.1788,0.007687505356847248
10,5,1.0,mean_skewed,Discrete metric,0.56,0.01090366679552506
10,5,1.0,mean_skewed,Quadratic distance,0.324,0.022760623505481435
10,5,1.0,mean_skewed,Manhattan distance,0.116,0.01619800168187643
10,5,3.0,coord_avg,Discrete metric,0.9882,0.00010037271348034575
10,5,3.0,coord_avg,Quadratic distance,0.004,0.027094242843350713
10,5,3.0,coord_avg,Manhattan distance,0.0078,0.016573180945085243
10,5,3.0,coord_max,Discrete metric,0.3978,0.011254829118810875
10,5,3.0,coord_max,Quadratic distance,0.5962,0.0043361191621005685
10,5,3.0,coord_max,Manhattan distance,0.006,0.009237714719448717
10,5,3.0,mean_linear,Discrete metric,0.9152,0.0005633839731473928
10,5,3.0,mean_linear,Quadratic distance,0.0482,0.020787496527260738
10,5,3.0,mean_linear,Manhattan distance,0.0366,0.014566128585526578
10,5,3.0,mean_skewed,Discrete metric,0.8164,0.002852803451363792
10,5,3.0,mean_skewed,Quadratic distance,0.1344,0.030017335918896458
10,5,3.0,mean_skewed,Manhattan distance,0.0492,0.01942043461417329
10,5,10.0,coord_avg,Discrete metric,1.0,0.0
10,5,10.0,coord_avg,Quadratic distance,0.0,0.03010587012987139
10,5,10.0,coord_avg,Manhattan distance,0.0,0.020136370611197687
10,5,10.0,coord_max,Discrete metric,0.8726,0.0012679276617237254
10,5,10.0,coord_max,Quadratic distance,0.1272,0.011272317272114068
10,5,10.0,coord_max,Manhattan distance,0.0002,0.01105572254538178
10,5,10.0,mean_linear,Discrete metric,0.9992,5.0611942207918205e-06
10,5,10.0,mean_linear,Quadratic distance,0.0006,0.024435970285131642
10,5,10.0,mean_linear,Manhattan distance,0.0002,0.018491483671759904
10,5,10.0,mean_skewed,Discrete metric,0.9718,0.0002839173045690903
10,5,10.0,mean_skewed,Quadratic distance,0.0272,0.03057590431755658
10,5,10.0,mean_skewed,Manhattan distance,0.001,0.02049112747224884
10,10,0.1,coord_avg,Discrete metric,0.0038,0.03589467499462622
10,10,0.1,coord_avg,Quadratic distance,0.8112,0.0008109506952415497
10,10,0.1,coord_avg,Manhattan distance,0.185,0.009709570042190014
10,10,0.1,coord_max,Discrete metric,0.0002,0.21966412781954933
10,10,0.1,coord_max,Quadratic distance,0.9998,5.071770334928227e-07
10,10,0.1,coord_max,Manhattan distance,0.0,0.05441024400900144
10,10,0.1,mean_linear,Discrete metric,0.0132,0.08359051271159591
10,10,0.1,mean_linear,Quadratic distance,0.8488,0.0016295639751468343
10,10,0.1,mean_linear,Manhattan distance,0.138,0.01922815421796212
10,10,0.1,mean_skewed,Discrete metric,0.0866,0.04104959553562651
10,10,0.1,mean_skewed,Quadratic distance,0.7582,0.005226487652279774
10,10,0.1,mean_skewed,Manhattan distance,0.1552,0.014253681238520442
10,10,0.3,coord_avg,Discrete metric,0.1024,0.013674722164954039
10,10,0.3,coord_avg,Quadratic distance,0.5954,0.0032436804052520495
10,10,0.3,coord_avg,Manhattan distance,0.3022,0.003771526490611818
10,10,0.3,coord_max,Discrete metric,0.0066,0.1340588675096801
10,10,0.3,coord_max,Quadratic distance,0.9934,4.283208020050133e-05
10,10,0.3,coord_max,Manhattan distance,0.0,0.041339805478811976
10,10,0.3,mean_linear,Discrete metric,0.1491,0.035449458054368665
10,10,0.3,mean_linear,Quadratic distance,0.5773,0.006242234545488223
10,10,0.3,mean_linear,Manhattan distance,0.2736,0.009034324667464252
10,10,0.3,mean_skewed,Discrete metric,0.2232,0.023892395474662372
10,10,0.3,mean_skewed,Quadratic distance,0.3942,0.01229763015226555
10,10,0.3,mean_skewed,Manhattan distance,0.3826,0.013240699498927878
10,10,1.0,coord_avg,Discrete metric,0.734,0.0010953005699157199
10,10,1.0,coord_avg,Quadratic distance,0.1088,0.01569602944513358
10,10,1.0,coord_avg,Manhattan distance,0.1572,0.007681090570554087
10,10,1.0,coord_max,Discrete metric,0.0942,0.06086184062428814
10,10,1.0,coord_max,Quadratic distance,0.9058,0.0008397057796005193
10,10,1.0,coord_max,Manhattan distance,0.0,0.025023672842697433
10,10,1.0,mean_linear,Discrete metric,0.7032,0.004604843785324187
10,10,1.0,mean_linear,Quadratic distance,0.114,0.02714820424693942
10,10,1.0,mean_linear,Manhattan distance,0.1828,0.013631641718035005
10,10,1.0,mean_skewed,Discrete metric,0.472,0.009769228705854179
10,10,1.0,mean_skewed,Quadratic distance,0.131,0.024703147518036733
10,10,1.0,mean_skewed,Manhattan distance,0.397,0.01653374254106393
10,10,3.0,coord_avg,Discrete metric,0.9964,4.481967772534118e-06
10,10,3.0,coord_avg,Quadratic distance,0.0004,0.03217127830330765
10,10,3.0,coord_avg,Manhattan distance,0.0032,0.018365412762960772
10,10,3.0,coord_max,Discrete metric,0.4952,0.0181401339090192
10,10,3.0,coord_max,Quadratic distance,0.491,0.005518962951322207
10,10,3.0,coord_max,Manhattan distance,0.0138,0.01619231065978487
10,10,3.0,mean_linear,Discrete metric,0.984,0.00010338506132012564
10,10,3.0,mean_linear,Quadratic distance,0.0024,0.05561409086785921
10,10,3.0,mean_linear,Manhattan distance,0.0136,0.03301619103047055
10,10,3.0,mean_skewed,Discrete metric,0.6776,0.0031959734020134897
10,10,3.0,mean_skewed,Quadratic distance,0.0528,0.03495870921883006
10,10,3.0,mean_skewed,Manhattan distance,0.2696,0.021304641632384793
10,10,10.0,coord_avg,Discrete metric,1.0,0.0
10,10,10.0,coord_avg,Quadratic distance,0.0,0.04630916935141211
10,10,10.0,coord_avg,Manhattan distance,0.0,0.02780786104268509
10,10,10.0,coord_max,Discrete metric,0.656,0.002988184674767653
10,10,10.0,coord_max,Quadratic distance,0.0338,0.01815525439452215
10,10,10.0,coord_max,Manhattan distance,0.3102,0.014539204352582033
10,10,10.0,mean_linear,Discrete metric,1.0,0.0
10,10,10.0,mean_linear,Quadratic distance,0.0,0.07965317053316803
10,10,10.0,mean_linear,Manhattan distance,0.0,0.0508322965996674
10,10,10.0,mean_skewed,Discrete metric,0.8686,0.0006843684953234011
10,10,10.0,mean_skewed,Quadratic distance,0.0034,0.04695126186511491
10,10,10.0,mean_skewed,Manhattan distance,0.128,0.02844284405290121
20,2,0.1,coord_avg,Discrete metric,0.272,0.016265453168797385
20,2,0.1,coord_avg,Quadratic distance,0.7058,0.0010014055497506156
20,2,0.1,coord_avg,Manhattan distance,0.0222,0.006752070717928038
20,2,0.1,coord_max,Discrete metric,0.272,0.016265453168797385
20,2,0.1,coord_max,Quadratic distance,0.7058,0.0010014055497506156
20,2,0.1,coord_max,Manhattan distance,0.0222,0.006752070717928047
20,2,0.1,mean_linear,Discrete metric,0.272,0.016265453168797385
20,2,0.1,mean_linear,Quadratic distance,0.7058,0.0010014055497506178
20,2,0.1,mean_linear,Manhattan distance,0.0222,0.006752070717928099
20,2,0.1,mean_skewed,Discrete metric,0.272,0.016265453168797385
20,2,0.1,mean_skewed,Quadratic distance,0.7058,0.0010014055497506178
20,2,0.1,mean_skewed,Manhattan distance,0.0222,0.006752070717928099
20,2,0.3,coord_avg,Discrete metric,0.5852,0.009063339730535407
20,2,0.3,coord_avg,Quadratic distance,0.3796,0.0019542921114878674
20,2,0.3,coord_avg,Manhattan distance,0.0352,0.004228301888935074
20,2,0.3,coord_max,Discrete metric,0.5852,0.009063339730535407
20,2,0.3,coord_max,Quadratic distance,0.3796,0.0019542921114878683
20,2,0.3,coord_max,Manhattan distance,0.0352,0.004228301888935086
20,2,0.3,mean_linear,Discrete metric,0.5852,0.009063339730535407
20,2,0.3,mean_linear,Quadratic distance,0.3796,0.0019542921114879042
20,2,0.3,mean_linear,Manhattan distance,0.0352,0.0042283018889351385
20,2,0.3,mean_skewed,Discrete metric,0.5852,0.009063339730535407
20,2,0.3,mean_skewed,Quadratic distance,0.3796,0.0019542921114879042
20,2,0.3,mean_skewed,Manhattan distance,0.0352,0.0042283018889351385
20,2,1.0,coord_avg,Discrete metric,0.9354,0.0013071080679128565
20,2,1.0,coord_avg,Quadratic distance,0.0476,0.0024980604488651307
20,2,1.0,coord_avg,Manhattan distance,0.017,0.0017629307501638223
20,2,1.0,coord_max,Discrete metric,0.9354,0.001307108067912856
20,2,1.0,coord_max,Quadratic distance,0.0476,0.002498060448865139
20,2,1.0,coord_max,Manhattan distance,0.017,0.0017629307501638102
20,2,1.0,mean_linear,Discrete metric,0.9354,0.0013071080679128559
20,2,1.0,mean_linear,Quadratic distance,0.0476,0.0024980604488652695
20,2,1.0,mean_linear,Manhattan distance,0.017,0.001762930750163931
20,2,1.0,mean_skewed,Discrete metric,0.9354,0.0013071080679128559
20,2,1.0,mean_skewed,Quadratic distance,0.0476,0.0024980604488652695
20,2,1.0,mean_skewed,Manhattan distance,0.017,0.001762930750163931
20,2,3.0,coord_avg,Discrete metric,0.9996,7.234884832588187e-06
20,2,3.0,coord_avg,Quadratic distance,0.0002,0.002383187265784801
20,2,3.0,coord_avg,Manhattan distance,0.0002,0.0015154532813516754
20,2,3.0,coord_max,Discrete metric,0.9996,7.234884832588184e-06
20,2,3.0,coord_max,Quadratic distance,0.0002,0.0023831872657848097
20,2,3.0,coord_max,Manhattan distance,0.0002,0.0015154532813516628
20,2,3.0,mean_linear,Discrete metric,0.9996,7.23488483258817e-06
20,2,3.0,mean_linear,Quadratic distance,0.0002,0.002383187265784996
20,2,3.0,mean_linear,Manhattan distance,0.0002,0.0015154532813517949
20,2,3.0,mean_skewed,Discrete metric,0.9996,7.23488483258817e-06
20,2,3.0,mean_skewed,Quadratic distance,0.0002,0.002383187265784996
20,2,3.0,mean_skewed,Manhattan distance,0.0002,0.0015154532813517949
20,2,10.0,coord_avg,Discrete metric,1.0,0.0
20,2,10.0,coord_avg,Quadratic distance,0.0,0.0023809523809521583
20,2,10.0,coord_avg,Manhattan distance,0.0,0.0015363421839628434
20,2,10.0,coord_max,Discrete metric,1.0,0.0
20,2,10.0,coord_max,Quadratic distance,0.0,0.002380952380952157
20,2,10.0,coord_max,Manhattan distance,0.0,0.0015363421839628471
20,2,10.0,mean_linear,Discrete metric,1.0,0.0
20,2,10.0,mean_linear,Quadratic distance,0.0,0.0023809523809524055
20,2,10.0,mean_linear,Manhattan distance,0.0,0.0015363421839629317
20,2,10.0,mean_skewed,Discrete metric,1.0,0.0
20,2,10.0,mean_skewed,Quadratic distance,0.0,0.0023809523809524055
20,2,10.0,mean_skewed,Manhattan distance,0.0,0.0015363421839629317
20,3,0.1,coord_avg,Discrete metric,0.071,0.022634360550592415
20,3,0.1,coord_avg,Quadratic distance,0.8844,0.0008552985015313781
20,3,0.1,coord_avg,Manhattan distance,0.0446,0.0070810639262250605
20,3,0.1,coord_max,Discrete metric,0.0034,0.04065445688855934
20,3,0.1,coord_max,Quadratic distance,0.949,0.0004289590530608566
20,3,0.1,coord_max,Manhattan distance,0.0476,0.008915881139637033
20,3,0.1,mean_linear,Discrete metric,0.033,0.025981873896340237
20,3,0.1,mean_linear,Quadratic distance,0.804,0.00040790203486819776
20,3,0.1,mean_linear,Manhattan distance,0.163,0.007045469207280881
20,3,0.1,mean_skewed,Discrete metric,0.1334,0.023268182558653237
20,3,0.1,mean_skewed,Quadratic distance,0.8352,0.0017436371041078733
20,3,0.1,mean_skewed,Manhattan distance,0.0314,0.007899010400960062
20,3,0.3,coord_avg,Discrete metric,0.3178,0.011402910610607692
20,3,0.3,coord_avg,Quadratic distance,0.6192,0.002232737450435157
20,3,0.3,coord_avg,Manhattan distance,0.063,0.004355801289540574
20,3,0.3,coord_max,Discrete metric,0.012,0.02427195829417902
20,3,0.3,coord_max,Quadratic distance,0.9166,0.0004314604586811747
20,3,0.3,coord_max,Manhattan distance,0.0714,0.004799267091330672
20,3,0.3,mean_linear,Discrete metric,0.0954,0.01581046151657369
20,3,0.3,mean_linear,Quadratic distance,0.6526,0.0005971606507728415
20,3,0.3,mean_linear,Manhattan distance,0.252,0.00431754104508371
20,3,0.3,mean_skewed,Discrete metric,0.3076,0.013087885382437194
20,3,0.3,mean_skewed,Quadratic distance,0.643,0.003952560707112794
20,3,0.3,mean_skewed,Manhattan distance,0.0494,0.0060405778779892795
20,3,1.0,coord_avg,Discrete metric,0.8138,0.0021174529727167016
20,3,1.0,coord_avg,Quadratic distance,0.1414,0.004307279812543539
20,3,1.0,coord_avg,Manhattan distance,0.0448,0.003062437939891215
20,3,1.0,coord_max,Discrete metric,0.0578,0.00984953888102259
20,3,1.0,coord_max,Quadratic distance,0.8616,0.00027800208448592933
20,3,1.0,coord_max,Manhattan distance,0.0806,0.0018757093537051484
20,3,1.0,mean_linear,Discrete metric,0.2484,0.006139135540039226
20,3,1.0,mean_linear,Quadratic distance,0.5642,0.0006163433322470978
20,3,1.0,mean_linear,Manhattan distance,0.1874,0.0020080013991254204
20,3,1.0,mean_skewed,Discrete metric,0.5702,0.004320026106674146
20,3,1.0,mean_skewed,Quadratic distance,0.384,0.00639106506771316
20,3,1.0,mean_skewed,Manhattan distance,0.0458,0.0052243305369283
20,3,3.0,coord_avg,Discrete metric,0.993,7.248075002344877e-05
20,3,3.0,coord_avg,Quadratic distance,0.0044,0.00461675203429468
20,3,3.0,coord_avg,Manhattan distance,0.0026,0.0032086560134366323
20,3,3.0,coord_max,Discrete metric,0.1958,0.0036996549384667745
20,3,3.0,coord_max,Quadratic distance,0.7046,0.0004439406527525689
20,3,3.0,coord_max,Manhattan distance,0.0996,0.0010162412952946683
20,3,3.0,mean_linear,Discrete metric,0.3958,0.002330992716980515
20,3,3.0,mean_linear,Quadratic distance,0.4734,0.0006958736693614936
20,3,3.0,mean_linear,Manhattan distance,0.1308,0.0011790402991384943
20,3,3.0,mean_skewed,Discrete metric,0.722,0.001291336655809357
20,3,3.0,mean_skewed,Quadratic distance,0.2426,0.005804323668796422
20,3,3.0,mean_skewed,Manhattan distance,0.0354,0.0043885406571443075
20,3,10.0,coord_avg,Discrete metric,1.0,0.0
20,3,10.0,coord_avg,Quadratic distance,0.0,0.0046176046176045656
20,3,10.0,coord_avg,Manhattan distance,0.0,0.0033099255995917604
20,3,10.0,coord_max,Discrete metric,0.532,0.0008463896279858645
20,3,10.0,coord_max,Quadratic distance,0.2828,0.0012680346496309629
20,3,10.0,coord_max,Manhattan distance,0.1852,0.0010347539555023851
20,3,10.0,mean_linear,Discrete metric,0.6568,0.0005967302514662922
20,3,10.0,mean_linear,Quadratic distance,0.2366,0.001165994320730373
20,3,10.0,mean_linear,Manhattan distance,0.1066,0.0010014523593791069
20,3,10.0,mean_skewed,Discrete metric,0.8424,0.0002873779573962108
20,3,10.0,mean_skewed,Quadratic distance,0.097,0.00493802730804562
20,3,10.0,mean_skewed,Manhattan distance,0.0606,0.0036032963277815334
20,5,0.1,coord_avg,Discrete metric,0.002,0.025825912567587005
20,5,0.1,coord_avg,Quadratic distance,0.9032,0.0004951411390138315
20,5,0.1,coord_avg,Manhattan distance,0.0948,0.007133045080944998
20,5,0.1,coord_max,Discrete metric,0.0,0.08478316983371392
20,5,0.1,coord_max,Quadratic distance,0.969,6.166983371440845e-05
20,5,0.1,coord_max,Manhattan distance,0.031,0.016780692920940418
20,5,0.1,mean_linear,Discrete metric,0.0084,0.036602237002720736
20,5,0.1,mean_linear,Quadratic distance,0.916,0.00043879403264786434
20,5,0.1,mean_linear,Manhattan distance,0.0756,0.007988120681761182
20,5,0.1,mean_skewed,Discrete metric,0.124,0.027786440009749617
20,5,0.1,mean_skewed,Quadratic distance,0.834,0.0024042019145114816
20,5,0.1,mean_skewed,Manhattan distance,0.042,0.009087167962389769
20,5,0.3,coord_avg,Discrete metric,0.0588,0.011653234364654971
20,5,0.3,coord_avg,Quadratic distance,0.7208,0.0014560629360837623
20,5,0.3,coord_avg,Manhattan distance,0.2204,0.0033992275759062887
20,5,0.3,coord_max,Discrete metric,0.0006,0.05415209399644155
20,5,0.3,coord_max,Quadratic distance,0.989,2.2260663107875396e-05
20,5,0.3,coord_max,Manhattan distance,0.0104,0.012773594370211723
20,5,0.3,mean_linear,Discrete metric,0.094,0.018636261547882796
20,5,0.3,mean_linear,Quadratic distance,0.7486,0.0010853806896105914
20,5,0.3,mean_linear,Manhattan distance,0.1574,0.004378041056385852
20,5,0.3,mean_skewed,Discrete metric,0.33,0.016511742119204177
20,5,0.3,mean_skewed,Quadratic distance,0.5684,0.006633742119204218
20,5,0.3,mean_skewed,Manhattan distance,0.1016,0.008426549772586698
20,5,1.0,coord_avg,Discrete metric,0.5078,0.0015107056586225486
20,5,1.0,coord_avg,Quadratic distance,0.3334,0.00536973423005123
20,5,1.0,coord_avg,Manhattan distance,0.1588,0.003275806188294149
20,5,1.0,coord_max,Discrete metric,0.0142,0.026182142857142425
20,5,1.0,coord_max,Quadratic distance,0.9858,3.957142857142889e-05
20,5,1.0,coord_max,Manhattan distance,0.0,0.008546619896552664
20,5,1.0,mean_linear,Discrete metric,0.5308,0.004005193226412774
20,5,1.0,mean_linear,Quadratic distance,0.3366,0.0029791417959591803
20,5,1.0,mean_linear,Manhattan distance,0.1326,0.0028533680329998973
20,5,1.0,mean_skewed,Discrete metric,0.5926,0.007126653694372217
20,5,1.0,mean_skewed,Quadratic distance,0.32,0.010921153694372287
20,5,1.0,mean_skewed,Manhattan distance,0.0874,0.008898557789638141
20,5,3.0,coord_avg,Discrete metric,0.9562,4.889674790262897e-05
20,5,3.0,coord_avg,Quadratic distance,0.0236,0.00837832531933147
20,5,3.0,coord_avg,Manhattan distance,0.0202,0.00575040517286754
20,5,3.0,coord_max,Discrete metric,0.092,0.011378833333333355
20,5,3.0,coord_max,Quadratic distance,0.908,0.0002457142857142885
20,5,3.0,coord_max,Manhattan distance,0.0,0.005207356534240229
20,5,3.0,mean_linear,Discrete metric,0.9344,0.00023375001632758728
20,5,3.0,mean_linear,Quadratic distance,0.049,0.004950263991483006
20,5,3.0,mean_linear,Manhattan distance,0.0166,0.004087686961999001
20,5,3.0,mean_skewed,Discrete metric,0.754,0.0026485053738791054
20,5,3.0,mean_skewed,Quadratic distance,0.2368,0.010749195850069693
20,5,3.0,mean_skewed,Manhattan distance,0.0092,0.008206966429452239
20,5,10.0,coord_avg,Discrete metric,1.0,0.0
20,5,10.0,coord_avg,Quadratic distance,0.0,0.008571428571428858
20,5,10.0,coord_avg,Manhattan distance,0.0,0.0062531631109900765
20,5,10.0,coord_max,Discrete metric,0.4154,0.003260571428571437
20,5,10.0,coord_max,Quadratic distance,0.5846,0.001151047619047602
20,5,10.0,coord_max,Manhattan distance,0.0,0.0031391485054427016
20,5,10.0,mean_linear,Discrete metric,0.9998,6.314699792960288e-07
20,5,10.0,mean_linear,Quadratic distance,0.0002,0.006119782608695901
20,5,10.0,mean_linear,Manhattan distance,0.0,0.004989661733430859
20,5,10.0,mean_skewed,Discrete metric,0.8766,0.0007053809523809579
20,5,10.0,mean_skewed,Quadratic distance,0.1234,0.009288714285714386
20,5,10.0,mean_skewed,Manhattan distance,0.0,0.006933907713775095
20,10,0.1,coord_avg,Discrete metric,0.0018,0.023267519523214725
20,10,0.1,coord_avg,Quadratic distance,0.8794,0.00017924351062520083
20,10,0.1,coord_avg,Manhattan distance,0.1188,0.005611637636473274
20,10,0.1,coord_max,Discrete metric,0.0,0.15498500574712631
20,10,0.1,coord_max,Quadratic distance,1.0,0.0
20,10,0.1,coord_max,Manhattan distance,0.0,0.034867686987663064
20,10,0.1,mean_linear,Discrete metric,0.0022,0.055680062746598355
20,10,0.1,mean_linear,Quadratic distance,0.9106,0.0004110373156416351
20,10,0.1,mean_linear,Manhattan distance,0.0872,0.012403100780066357
20,10,0.1,mean_skewed,Discrete metric,0.113,0.02599999863817057
20,10,0.1,mean_skewed,Quadratic distance,0.631,0.0033926633891284675
20,10,0.1,mean_skewed,Manhattan distance,0.256,0.008765791410591198
20,10,0.3,coord_avg,Discrete metric,0.1112,0.00969170316627257
20,10,0.3,coord_avg,Quadratic distance,0.6008,0.0010442192171755645
20,10,0.3,coord_avg,Manhattan distance,0.288,0.0021416354672290547
20,10,0.3,coord_max,Discrete metric,0.0,0.09715994211822458
20,10,0.3,coord_max,Quadratic distance,1.0,0.0
20,10,0.3,coord_max,Manhattan distance,0.0,0.028701075059806517
20,10,0.3,mean_linear,Discrete metric,0.0761,0.024284865428321874
20,10,0.3,mean_linear,Quadratic distance,0.6839,0.001861413716721643
20,10,0.3,mean_linear,Manhattan distance,0.24,0.005434764917573998
20,10,0.3,mean_skewed,Discrete metric,0.2586,0.015947029426887298
20,10,0.3,mean_skewed,Quadratic distance,0.3012,0.008121128770072882
20,10,0.3,mean_skewed,Manhattan distance,0.4402,0.009091692291797182
20,10,1.0,coord_avg,Discrete metric,0.8348,0.0006855447732724161
20,10,1.0,coord_avg,Quadratic distance,0.0552,0.00674107471306436
20,10,1.0,coord_avg,Manhattan distance,0.11,0.0034928742857815377
20,10,1.0,coord_max,Discrete metric,0.0054,0.04759423289545641
20,10,1.0,coord_max,Quadratic distance,0.9946,1.3104816639299454e-05
20,10,1.0,coord_max,Manhattan distance,0.0,0.019012358079597072
20,10,1.0,mean_linear,Discrete metric,0.6479,0.003035726373244779
20,10,1.0,mean_linear,Quadratic distance,0.1433,0.010666345556709355
20,10,1.0,mean_linear,Manhattan distance,0.2088,0.005686191363890176
20,10,1.0,mean_skewed,Discrete metric,0.5506,0.008456085016139031
20,10,1.0,mean_skewed,Quadratic distance,0.2074,0.014060059290906417
20,10,1.0,mean_skewed,Manhattan distance,0.242,0.010944020862495275
20,10,3.0,coord_avg,Discrete metric,0.9998,5.09544409344137e-07
20,10,3.0,coord_avg,Quadratic distance,0.0,0.014239678373089993
20,10,3.0,coord_avg,Manhattan distance,0.0002,0.009065639305361388
20,10,3.0,coord_max,Discrete metric,0.1036,0.01920146551740368
20,10,3.0,coord_max,Quadratic distance,0.8958,0.0002993222497512424
20,10,3.0,coord_max,Manhattan distance,0.0006,0.011331881741655869
20,10,3.0,mean_linear,Discrete metric,0.9896,3.1534318394812855e-05
20,10,3.0,mean_linear,Quadratic distance,0.003,0.02278340022798182
20,10,3.0,mean_linear,Manhattan distance,0.0074,0.0147532880144698
20,10,3.0,mean_skewed,Discrete metric,0.7802,0.00287888788202275
20,10,3.0,mean_skewed,Quadratic distance,0.142,0.016645474909937265
20,10,3.0,mean_skewed,Manhattan distance,0.0778,0.011724724401552146
20,10,10.0,coord_avg,Discrete metric,1.0,0.0
20,10,10.0,coord_avg,Quadratic distance,0.0,0.016093374384235776
20,10,10.0,coord_avg,Manhattan distance,0.0,0.011136019719392706
20,10,10.0,coord_max,Discrete metric,0.6588,0.0037878403148444272
20,10,10.0,coord_max,Quadratic distance,0.3306,0.0020344495102466633
20,10,10.0,coord_max,Manhattan distance,0.0106,0.006884457877624689
20,10,10.0,mean_linear,Discrete metric,1.0,0.0
20,10,10.0,mean_linear,Quadratic distance,0.0,0.026648223502209117
20,10,10.0,mean_linear,Manhattan distance,0.0,0.018940656981928327
20,10,10.0,mean_skewed,Discrete metric,0.9348,0.00039455489488809026
20,10,10.0,mean_skewed,Quadratic distance,0.0312,0.01662899112915168
20,10,10.0,mean_skewed,Manhattan distance,0.034,0.011623548638956746
50,2,0.1,coord_avg,Discrete metric,0.2752,0.006244017616368593
50,2,0.1,coord_avg,Quadratic distance,0.637,0.00026617447911414516
50,2,0.1,coord_avg,Manhattan distance,0.0878,0.0024660414803785876
50,2,0.1,coord_max,Discrete metric,0.2752,0.006244017616368597
50,2,0.1,coord_max,Quadratic distance,0.637,0.00026617447911414445
50,2,0.1,coord_max,Manhattan distance,0.0878,0.0024660414803785655
50,2,0.1,mean_linear,Discrete metric,0.2752,0.0062440176163685935
50,2,0.1,mean_linear,Quadratic distance,0.637,0.0002661744791141378
50,2,0.1,mean_linear,Manhattan distance,0.0878,0.0024660414803785837
50,2,0.1,mean_skewed,Discrete metric,0.2752,0.0062440176163685935
50,2,0.1,mean_skewed,Quadratic distance,0.637,0.0002661744791141378
50,2,0.1,mean_skewed,Manhattan distance,0.0878,0.0024660414803785837
50,2,0.3,coord_avg,Discrete metric,0.5968,0.00283489394776506
50,2,0.3,coord_avg,Quadratic distance,0.2772,0.0004550508105101402
50,2,0.3,coord_avg,Manhattan distance,0.126,0.0011893931111952032
50,2,0.3,coord_max,Discrete metric,0.5968,0.002834893947765064
50,2,0.3,coord_max,Quadratic distance,0.2772,0.00045505081051014395
50,2,0.3,coord_max,Manhattan distance,0.126,0.001189393111195172
50,2,0.3,mean_linear,Discrete metric,0.5968,0.0028348939477650594
50,2,0.3,mean_linear,Quadratic distance,0.2772,0.00045505081051012703
50,2,0.3,mean_linear,Manhattan distance,0.126,0.0011893931111952303
50,2,0.3,mean_skewed,Discrete metric,0.5968,0.0028348939477650594
50,2,0.3,mean_skewed,Quadratic distance,0.2772,0.00045505081051012703
50,2,0.3,mean_skewed,Manhattan distance,0.126,0.0011893931111952303
50,2,1.0,coord_avg,Discrete metric,0.9282,0.0002350117848834802
50,2,1.0,coord_avg,Quadratic distance,0.0198,0.0004291686476285798
50,2,1.0,coord_avg,Manhattan distance,0.052,0.00030729251159432156
50,2,1.0,coord_max,Discrete metric,0.9282,0.00023501178488348
50,2,1.0,coord_max,Quadratic distance,0.0198,0.00042916864762859
50,2,1.0,coord_max,Manhattan distance,0.052,0.0003072925115943114
50,2,1.0,mean_linear,Discrete metric,0.9282,0.00023501178488347354
50,2,1.0,mean_linear,Quadratic distance,0.0198,0.0004291686476285766
50,2,1.0,mean_linear,Manhattan distance,0.052,0.0003072925115943728
50,2,1.0,mean_skewed,Discrete metric,0.9282,0.00023501178488347354
50,2,1.0,mean_skewed,Quadratic distance,0.0198,0.0004291686476285766
50,2,1.0,mean_skewed,Manhattan distance,0.052,0.0003072925115943728
50,2,3.0,coord_avg,Discrete metric,0.9994,2.0938631828991418e-08
50,2,3.0,coord_avg,Quadratic distance,0.0,0.00039217780137692235
50,2,3.0,coord_avg,Manhattan distance,0.0006,0.0002565577969019271
50,2,3.0,coord_max,Discrete metric,0.9994,2.093863182897615e-08
50,2,3.0,coord_max,Quadratic distance,0.0,0.0003921778013769369
50,2,3.0,coord_max,Manhattan distance,0.0006,0.0002565577969019217
50,2,3.0,mean_linear,Discrete metric,0.9994,2.0938631828881784e-08
50,2,3.0,mean_linear,Quadratic distance,0.0,0.0003921778013769319
50,2,3.0,mean_linear,Manhattan distance,0.0006,0.00025655779690198844
50,2,3.0,mean_skewed,Discrete metric,0.9994,2.0938631828881784e-08
50,2,3.0,mean_skewed,Quadratic distance,0.0,0.0003921778013769319
50,2,3.0,mean_skewed,Manhattan distance,0.0006,0.00025655779690198844
50,2,10.0,coord_avg,Discrete metric,1.0,0.0
50,2,10.0,coord_avg,Quadratic distance,0.0,0.00039215686274510003
50,2,10.0,coord_avg,Manhattan distance,0.0,0.0002580784007238116
50,2,10.0,coord_max,Discrete metric,1.0,0.0
50,2,10.0,coord_max,Quadratic distance,0.0,0.00039215686274511076
50,2,10.0,coord_max,Manhattan distance,0.0,0.00025807840072380886
50,2,10.0,mean_linear,Discrete metric,1.0,0.0
50,2,10.0,mean_linear,Quadratic distance,0.0,0.0003921568627451055
